timestamp,source,match_id,home_team,away_team,home_win,draw,away_win,home_or_draw,away_or_draw,home_or_away,over_1_5,under_1_5,over_2_5,under_2_5,over_3_5,under_3_5,both_teams_score_yes,both_teams_score_no
2025-06-15T21:47:59.879215,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.75,9.0,1.02,3.01,1.14,,,1.65,2.1,2.9,1.36,1.65,2.1
2025-06-15T21:48:10.271550,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.75,9.0,1.02,3.01,1.14,,,1.65,2.1,2.9,1.36,1.65,2.1
2025-06-15T21:48:20.500924,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.75,9.0,1.02,3.01,1.14,,,1.65,2.1,2.9,1.36,1.65,2.1
2025-06-15T21:48:30.980817,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.75,10.0,1.02,3.11,1.16,,,1.65,2.1,3.0,1.33,1.67,2.05
2025-06-15T21:48:41.447183,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.75,10.0,1.02,3.11,1.16,,,1.65,2.1,3.0,1.33,1.67,2.05
2025-06-15T21:48:51.942199,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.3,4.75,10.0,1.01,3.11,1.13,,,1.72,2.0,3.1,1.3,1.67,2.05
2025-06-15T21:49:02.673833,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.5,10.0,1.01,3.01,1.16,,,1.72,2.0,3.1,1.3,1.67,2.05
2025-06-15T21:49:13.250742,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.5,10.0,1.01,3.01,1.16,,,1.72,2.0,3.1,1.3,1.67,2.05
2025-06-15T21:49:23.772993,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.5,10.0,1.01,3.01,1.16,,,1.72,2.0,3.1,1.3,1.67,2.05
2025-06-15T21:49:34.260646,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.5,10.0,1.01,3.01,1.16,,,1.72,2.0,3.1,1.3,1.67,2.05
2025-06-15T21:49:44.747343,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.33,4.5,9.0,1.01,2.91,1.14,,,1.65,2.1,3.0,1.33,1.65,2.1
2025-06-15T21:49:55.183302,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.36,4.5,9.0,1.03,2.91,1.16,,,1.72,2.0,3.1,1.3,1.65,2.1
2025-06-15T21:50:05.655656,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.36,4.5,9.0,1.03,2.91,1.16,,,1.72,2.0,3.1,1.3,1.65,2.1
2025-06-15T21:50:16.113303,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.36,4.5,9.0,1.03,2.91,1.16,,,1.72,2.0,3.1,1.3,1.65,2.1
2025-06-15T21:50:26.596748,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.36,4.25,10.0,1.01,2.89,1.18,,,1.72,2.0,3.0,1.33,1.65,2.1
2025-06-15T21:50:37.110662,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.36,4.25,10.0,1.01,2.89,1.18,,,1.72,2.0,3.0,1.33,1.65,2.1
2025-06-15T21:50:47.440286,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:50:57.746436,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:51:08.025285,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:51:18.581574,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:51:28.894374,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:51:39.180075,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,,,,,,,,,,,,,,
2025-06-15T21:51:49.607470,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.06,12.0,30.0,,7.89,1.01,,,1.15,4.75,1.72,1.95,1.72,1.95
2025-06-15T21:52:00.079920,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.06,12.0,33.0,,8.08,1.01,,,1.15,4.75,1.72,1.95,1.72,1.95
2025-06-15T21:52:10.512426,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.15,4.75,1.72,1.95,1.67,2.05
2025-06-15T21:52:20.971158,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.15,4.75,1.72,1.95,1.67,2.05
2025-06-15T21:52:31.394629,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,1.95
2025-06-15T21:52:41.832476,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,1.95
2025-06-15T21:52:52.288789,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,1.95
2025-06-15T21:53:02.977252,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:53:13.368042,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:53:23.849671,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:53:34.338655,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:53:44.767425,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:53:55.183472,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:05.635144,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:16.186863,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:26.633549,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:37.042819,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:47.485507,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:54:58.118305,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:55:08.963574,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:55:19.589407,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:55:30.012897,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:55:40.455095,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:55:50.899992,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:01.383660,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:11.825145,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:22.298992,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:32.740506,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:43.172515,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:56:53.586702,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:57:04.225292,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:57:14.649708,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
2025-06-15T21:57:25.242075,Sisal,paris-saint-germain-atletico-madrid,Paris Saint-Germain,Atletico Madrid,1.07,11.0,30.0,,7.44,1.02,,,1.16,4.5,1.75,1.9,1.72,2.0
