timestamp,source,match_id,home_team,away_team,home_win,draw,away_win,home_or_draw,away_or_draw,home_or_away,over_2_5,under_2_5,over_3_5,under_3_5,both_teams_score_yes,both_teams_score_no
2025-06-15T13:26:34.868323,Sisal,cd-verdellada-cf-santa-maria-alisios-b-u19,CD Verdellada,CF Santa Maria Alisios B U19,2.55,2.6,3.0,1.27,1.37,1.35,3.1,1.25,1.8,1.8,,
